network,week,pct,rm
CNN,2015.712,0.1691542288557214,0.1699146076340984
CNN,2015.731,0.20098039215686275,0.14332331785185384
CNN,2015.75,0.14285714285714285,0.12236177485593298
CNN,2015.769,0.06030150753768844,0.11709022179026227
CNN,2015.788,0.08530805687203792,0.1005146920568378
CNN,2015.808,0.17989417989417988,0.1051022365207303
CNN,2015.827,0.07655502392344497,0.09839510534365649
CNN,2015.846,0.07865168539325842,0.06258386403503298
CNN,2015.865,0.05847953216374269,0.05887720681960383
CNN,2015.885,0.03664921465968586,0.059348513659208686
CNN,2015.904,0.06172839506172839,0.08728182210763472
CNN,2015.923,0.08053691275167785,0.11448315480634962
CNN,2015.942,0.1702127659574468,0.13885997323836974
CNN,2015.962,0.14545454545454545,0.15526420658891182
CNN,2015.981,0.1592356687898089,0.15185242924096426
CNN,2016,0.14615384615384616,0.13712340826194327
CNN,2016.019,0.15656565656565657,0.13617459469143406
CNN,2016.038,0.08653846153846154,0.14762720458154396
CNN,2016.058,0.15544041450777202,0.154441672793071
CNN,2016.077,0.19196428571428573,0.17352675437815257
CNN,2016.096,0.18382352941176472,0.16664339493725608
CNN,2016.115,0.16287878787878787,0.17228868714504827
CNN,2016.135,0.12790697674418605,0.206579718372354
CNN,2016.154,0.21454545454545454,0.22908676558870356
CNN,2016.173,0.32098765432098764,0.2807013526720069
CNN,2016.192,0.25290697674418605,0.28649121854383996
CNN,2016.212,0.33436532507739936,0.27053001924930736
CNN,2016.231,0.23770491803278687,0.25638302966448784
CNN,2016.25,0.2571428571428571,0.21495146170874746
CNN,2016.269,0.19631901840490798,0.20348120704331804
CNN,2016.288,0.16863905325443787,0.18803655236025277
CNN,2016.308,0.1918238993710692,0.21960195904934834
CNN,2016.327,0.19536423841059603,0.2780427963363395
CNN,2016.346,0.3225806451612903,0.3095570201690689
CNN,2016.365,0.4024024024024024,0.3284393035059011
CNN,2016.385,0.31788079470198677,0.32730233893689004
CNN,2016.404,0.27089337175792505,0.31003507166962274
CNN,2016.423,0.3180327868852459,0.27088745363928735
CNN,2016.442,0.3333333333333333,0.262852692014685
CNN,2016.462,0.16129032258064516,0.22287937901430374
CNN,2016.481,0.23875432525951557,0.1770460456809704
CNN,2016.5,0.15813953488372093,0.1744593140924129
CNN,2016.519,0.15,0.19714621170473706
CNN,2016.538,0.1509433962264151,0.1977232682823143
CNN,2016.558,0.32950191570881227,0.24845856239996136
CNN,2016.577,0.16044776119402984,0.30154302584335757
CNN,2016.596,0.35294117647058826,0.3110478887964964
CNN,2016.615,0.36328125,0.35572615828819876
CNN,2016.635,0.36752136752136755,0.35690692256471224
CNN,2016.654,0.33916083916083917,0.33709828321646323
CNN,2016.673,0.35766423357664234,0.32384697359418585
CNN,2016.692,0.2840466926070039,0.2878372516088541
CNN,2016.712,0.31451612903225806,0.27270234337443794
CNN,2016.731,0.1951219512195122,0.2809589629056138
CNN,2016.75,0.2971246006389776,0.32640400472162334
CNN,2016.769,0.3170731707317073,0.3841694779195308
CNN,2016.788,0.4962962962962963,0.38896996041284765
CNN,2016.808,0.42618384401114207,0.3662492867775399
CNN,2016.827,0.3163265306122449,0.3342041982107122
CNN,2016.846,0.2261904761904762,0.3522980066603762
CNN,2016.865,0.3681159420289855,0.40255665178509276
CNN,2016.885,0.49855907780979825,0.43834352751099287
CNN,2016.904,0.5173611111111112,0.4429222116202657
CNN,2016.923,0.3693379790940767,0.39982090370627765
CNN,2016.942,0.3864306784660767,0.3220190874669614
CNN,2016.962,0.3261538461538461,0.27349902568313295
CNN,2016.981,0.20615384615384616,0.24445892363418134
CNN,2017,0.17525773195876287,0.2589412233413946
CNN,2017.019,0.2702702702702703,0.3260333350513407
CNN,2017.038,0.38408304498269896,0.4220494105362262
CNN,2017.058,0.4745222929936306,0.4612856404370131
CNN,2017.077,0.559322033898305,0.4675684022265687
CNN,2017.096,0.4272151898734177,0.4588412106206731
CNN,2017.115,0.4092140921409214,0.4002607021460969
CNN,2017.135,0.4396135265700483,0.39320752811913895
CNN,2017.154,0.325,0.37044945962936315
CNN,2017.173,0.39900249376558605,0.34232799288046806
CNN,2017.192,0.3181818181818182,0.3306656217464475
CNN,2017.212,0.3271276595744681,0.29288682929096643
CNN,2017.231,0.27835051546391754,0.2811767405991704
CNN,2017.25,0.24788732394366197,0.25837369894499
CNN,2017.269,0.27134146341463417,0.25959531863392393
CNN,2017.288,0.23591549295774647,0.2901293424489452
CNN,2017.308,0.2832369942196532,0.3092504983344171
CNN,2017.327,0.3700234192037471,0.3347543837156702
CNN,2017.346,0.34782608695652173,0.36256898837176604
CNN,2017.365,0.33793103448275863,0.3481362232718259
CNN,2017.385,0.3944954128440367,0.34000853036152434
CNN,2017.404,0.3122923588039867,0.338859105074168
CNN,2017.423,0.3153153153153153,0.3112878834421062
CNN,2017.442,0.3333333333333333,0.28353428255900087
CNN,2017.462,0.28421052631578947,0.277839782088381
CNN,2017.481,0.2012779552715655,0.30359735784595676
CNN,2017.5,0.29253731343283584,0.36034741684996907
CNN,2017.519,0.43636363636363634,0.4061817741859238
CNN,2017.538,0.5112107623318386,0.40880502158529064
CNN,2017.558,0.38461538461538464,0.3987400865203556
CNN,2017.577,0.30303030303030304,0.3761562511562512
CNN,2017.596,0.3961038961038961,0.3849294123016751
CNN,2017.615,0.4208754208754209,0.4085409217176009
CNN,2017.635,0.4197080291970803,0.35412774230442146
CNN,2017.654,0.39747634069400634,0.2886615372622447
CNN,2017.673,0.17845117845117844,0.22926433128747792
CNN,2017.692,0.15901060070671377,0.1904488793319694
CNN,2017.712,0.18211920529801323,0.21298818827904537
CNN,2017.731,0.2422145328719723,0.22545072797578464
CNN,2017.75,0.2686084142394822,0.26745090267046595
CNN,2017.769,0.2088607594936709,0.27560587872399606
CNN,2017.788,0.3501199040767386,0.291229694896567
CNN,2017.808,0.27483443708609273,0.30938487539351966
CNN,2017.827,0.3311036789297659,0.297775144773108
CNN,2017.846,0.2814814814814815,0.2884190534871964
CNN,2017.865,0.30368098159509205,0.2783704064820276
CNN,2017.885,0.23741007194244604,0.26990479801641915
CNN,2017.904,0.2909090909090909,0.2743767094803912
CNN,2017.923,0.24761904761904763,0.27390100308898263
CNN,2017.942,0.3215686274509804,0.28763206369504324
CNN,2017.962,0.23550724637681159,0.3201150568923221
CNN,2017.981,0.3458333333333333,0.3259570772447669
CNN,2018,0.37755102040816324,0.39502639359669195
CNN,2018.019,0.3449367088607595,0.3791255515525572
CNN,2018.038,0.5117845117845118,0.38196001867273865
CNN,2018.058,0.28222996515679444,0.36576130245045657
CNN,2018.077,0.3888888888888889,0.2893303260194801
CNN,2018.096,0.2801418439716312,0.26100256446001124
CNN,2018.115,0.20606060606060606,0.23227349292272054
CNN,2018.135,0.16891891891891891,0.24064039879371804
CNN,2018.154,0.273972602739726,0.2995148576681769
CNN,2018.173,0.3136094674556213,0.33738221531708795
CNN,2018.192,0.44155844155844154,0.37529044871520145
CNN,2018.212,0.32038834951456313,0.3875820881604444
CNN,2018.231,0.42560553633217996,0.3732242238025801
CNN,2018.25,0.3627760252365931,0.40506743493140196
CNN,2018.269,0.38412698412698415,0.39114253987657016
CNN,2018.288,0.44776119402985076,0.37906488576867975
CNN,2018.308,0.36990595611285265,0.3893711679059478
CNN,2018.327,0.31446540880503143,0.3585119504795662
CNN,2018.346,0.4253521126760563,0.3375788698114816
CNN,2018.365,0.32432432432432434,0.34171513085064187
CNN,2018.385,0.2861736334405145,0.3274016425589284
CNN,2018.404,0.3310104529616725,0.3287673699884856
CNN,2018.423,0.36809815950920244,0.35656170997272785
CNN,2018.442,0.32978723404255317,0.35320098862420163
CNN,2018.462,0.3973509933774834,0.3474440543807038
CNN,2018.481,0.31756756756756754,0.32970312822300674
CNN,2018.5,0.34507042253521125,0.3218508871250127
CNN,2018.519,0.25882352941176473,0.36949151555832405
CNN,2018.538,0.36594202898550726,0.40087096874805067
CNN,2018.558,0.508130081300813,0.4130881633181864
CNN,2018.577,0.47058823529411764,0.38544880991796343
CNN,2018.596,0.3076923076923077,0.332523432449903
CNN,2018.615,0.2553846153846154,0.3075916054144531
CNN,2018.635,0.29642857142857143,0.2970321648550125
CNN,2018.654,0.3708609271523179,0.30226495837727974
CNN,2018.673,0.26545454545454544,0.2728547852171066
CNN,2018.692,0.27631578947368424,0.24188654138083432
CNN,2018.712,0.1787878787878788,0.23939955699957682
CNN,2018.731,0.2469879518072289,0.22013610778613732
CNN,2018.75,0.2555066079295154,0.23080826560594614
CNN,2018.769,0.1992619926199262,0.24254370576915488
CNN,2018.788,0.2214765100671141,0.2483696560172593
CNN,2018.808,0.2939297124600639,0.2843529744303251
CNN,2018.827,0.2788104089219331,0.3090168502138766
CNN,2018.846,0.3431952662721893,0.3041390732616513
CNN,2018.865,0.3201320132013201,0.33917653219324756
CNN,2018.885,0.2744186046511628,0.3353175149563039
CNN,2018.904,0.41896024464831805,0.3121810633801118
CNN,2018.923,0.3277591973244147,0.33214784078874965
CNN,2018.942,0.22758620689655173,0.3280467572624529
CNN,2018.962,0.35428571428571426,0.32009798932148376
CNN,2018.981,0.402555910543131,0.33379729251962564
CNN,2019,0.29596412556053814,0.3449326088162322
CNN,2019.019,0.2823834196891192,0.3237328835168981
CNN,2019.038,0.39882697947214074,0.3273771797620912
CNN,2019.058,0.3177570093457944,0.32634654223111575
CNN,2019.077,0.31054131054131057,0.2926654383887216
CNN,2019.096,0.2782608695652174,0.2822970906977498
CNN,2019.115,0.2641025641025641,0.25818082464599984
CNN,2019.135,0.2762836185819071,0.2636156072546955
CNN,2019.154,0.21407624633431085,0.24910095524004347
CNN,2019.173,0.3,0.22323118373904263
CNN,2019.192,0.20604395604395603,0.22804545548879823
CNN,2019.212,0.17280453257790368,0.2096244028572193
CNN,2019.231,0.23333333333333334,0.23352102254188248
CNN,2019.25,0.22631578947368422,0.24801219708971425
CNN,2019.269,0.3016304347826087,0.23951546506357047
CNN,2019.288,0.23076923076923078,0.2444230041816359
CNN,2019.308,0.19934640522875818,0.22106818140973739
CNN,2019.327,0.24594594594594596,0.22966980342988974
CNN,2019.346,0.20821114369501467,0.23857637152160732
CNN,2019.365,0.26517571884984026,0.2540988136065494
CNN,2019.385,0.23497267759562843,0.27213948562672097
CNN,2019.404,0.3080357142857143,0.28003910430135764
CNN,2019.423,0.2803738317757009,0.29967708244343416
CNN,2019.442,0.2967741935483871,0.29574507694892865
CNN,2019.462,0.3135245901639344,0.26539004958850443
CNN,2019.481,0.2923076923076923,0.23465253392124408
CNN,2019.5,0.158953722334004,0.217947469242784
CNN,2019.519,0.1738241308793456,0.22803484636870067
CNN,2019.538,0.24670433145009416,0.23303325789046284
CNN,2019.558,0.332657200811359,0.23192416394613663
CNN,2019.577,0.17894736842105263,0.24484120947420984
CNN,2019.596,0.16938775510204082,0.21836049641181002
CNN,2019.615,0.298372513562387,0.25601536805419284
CNN,2019.635,0.22673434856175972,0.2513802936854623
CNN,2019.654,0.3295668549905838,0.2147452804781116
CNN,2019.673,0.15084745762711865,0.21014502667100501
CNN,2019.692,0.1518324607329843,0.19214725231729846
CNN,2019.712,0.20833333333333334,0.2390259051518981
CNN,2019.731,0.25757575757575757,0.27663896747304567
CNN,2019.75,0.33836206896551724,0.2831270627111409
CNN,2019.769,0.3022847100175747,0.28111586252920906
CNN,2019.788,0.2342857142857143,0.25317815194063636
CNN,2019.808,0.24953095684803,0.22679396630616142
CNN,2019.827,0.22661122661122662,0.2096898423599322
CNN,2019.846,0.1967479674796748,0.20663681329285224
CNN,2019.865,0.16586921850079744,0.19197619414004558
CNN,2019.885,0.23731884057971014,0.20142556590649052
CNN,2019.904,0.16796875,0.2133055416160192
CNN,2019.923,0.23454545454545456,0.21096507878291962
CNN,2019.942,0.21338912133891214,0.23509258240261074
CNN,2019.962,0.22795698924731184,0.21855466436210202
CNN,2019.981,0.2644787644787645,0.1991169584954591
CNN,2020,0.16839378238341968,0.18091473516106413
CNN,2020.019,0.1356382978723404,0.16920091854070546
CNN,2020.038,0.15514809590973203,0.21054841889079648
CNN,2020.058,0.21762349799732977,0.2272853961468493
CNN,2020.077,0.33378378378378376,0.2435335009750369
CNN,2020.096,0.2025862068965517,0.24087115853419716
CNN,2020.115,0.22014051522248243,0.20532618137188954
CNN,2020.135,0.20697412823397077,0.1736796296477516
CNN,2020.154,0.1916038751345533,0.13717426997943355
CNN,2020.173,0.076,0.1293939925141167
CNN,2020.192,0.07411907654921021,0.11126346849374956
CNN,2020.212,0.17585301837270342,0.12179757831072127
CNN,2020.231,0.11908177905308465,0.12237608942819579
CNN,2020.25,0.11813643926788686,0.11471047548837747
CNN,2020.269,0.07643312101910828,0.12310529683154889
CNN,2020.288,0.14519056261343014,0.12238738639152422
CNN,2020.308,0.15266106442577032,0.12279862565626666
CNN,2020.327,0.11526479750778816,0.1184313188200354
CNN,2020.346,0.07807807807807808,0.11635876794538089
CNN,2020.365,0.12772133526850507,0.1304082760024866
CNN,2020.385,0.14437086092715232,0.14390762440749538
CNN,2020.404,0.17146282973621102,0.14238269599577452
CNN,2020.423,0.1320754716981132,0.15252285747631522
CNN,2020.442,0.12162162162162163,0.18561040957485778
CNN,2020.462,0.18493150684931506,0.18498356822840256
CNN,2020.481,0.3038130381303813,0.19933340757824192
CNN,2020.5,0.12956810631229235,0.20302656636887173
CNN,2020.519,0.17902097902097902,0.1728829659271855
CNN,2020.538,0.1997041420118343,0.17582120048582517
CNN,2020.558,0.18323863636363635,0.18813117312188474
CNN,2020.577,0.141321044546851,0.1818415012552898
CNN,2020.596,0.22826086956521738,0.18316788035053824
CNN,2020.615,0.17454545454545456,0.2027302206458064
CNN,2020.635,0.18854415274463007,0.21643506833042397
CNN,2020.654,0.21957040572792363,0.2364062996307692
CNN,2020.673,0.28308026030368766,0.2677996732093176
CNN,2020.692,0.25443037974683547,0.27762788396007776
CNN,2020.712,0.31411764705882356,0.2981416822528249
CNN,2020.731,0.25888324873096447,0.3642333354364168
CNN,2020.75,0.3651354534746761,0.3697451858076332
CNN,2020.769,0.518796992481203,0.38015390730364856
CNN,2020.788,0.33616504854368934,0.360298615363551
CNN,2020.808,0.3005181347150259,0.30700687394566306
CNN,2020.827,0.2857142857142857,0.2908326478208211
CNN,2020.846,0.30563002680965146,0.2891763965848127
CNN,2020.865,0.27146814404432135,0.27738085267917706
CNN,2020.885,0.29389312977099236,0.24293138793480615
CNN,2020.904,0.23853211009174313,0.21147891775005634
Fox News,2015.712,0.5,0.3416666666666667
Fox News,2015.769,0.16666666666666666,0.26666666666666666
Fox News,2015.885,0.2,0.19166666666666668
Fox News,2015.942,0.2,0.275
Fox News,2016.019,0.2,0.41250000000000003
Fox News,2016.058,0.5,0.48750000000000004
Fox News,2016.077,0.75,0.5
Fox News,2016.096,0.5,0.4375
Fox News,2016.115,0.25,0.375
Fox News,2016.154,0.25,0.3125
Fox News,2016.173,0.5,0.375
Fox News,2016.192,0.25,0.4375
Fox News,2016.212,0.5,0.39583333333333337
Fox News,2016.25,0.5,0.39583333333333337
Fox News,2016.269,0.3333333333333333,0.37083333333333335
Fox News,2016.365,0.25,0.37083333333333335
Fox News,2016.423,0.4,0.35000000000000003
Fox News,2016.442,0.5,0.37083333333333335
Fox News,2016.558,0.25,0.39583333333333337
Fox News,2016.596,0.3333333333333333,0.42083333333333334
Fox News,2016.635,0.5,0.44166666666666665
Fox News,2016.673,0.6,0.48333333333333334
Fox News,2016.692,0.3333333333333333,0.5583333333333333
Fox News,2016.75,0.5,0.5333333333333333
Fox News,2016.788,0.8,0.5125000000000001
Fox News,2016.808,0.5,0.5541666666666667
Fox News,2016.827,0.25,0.5416666666666667
Fox News,2016.865,0.6666666666666666,0.5
Fox News,2016.885,0.75,0.48750000000000004
Fox News,2016.904,0.3333333333333333,0.48750000000000004
Fox News,2016.923,0.2,0.36250000000000004
Fox News,2016.942,0.6666666666666666,0.4041666666666667
Fox News,2016.981,0.25,0.4541666666666667
Fox News,2017.058,0.5,0.35000000000000003
Fox News,2017.077,0.4,0.4375
Fox News,2017.135,0.25,0.36250000000000004
Fox News,2017.173,0.6,0.3875
Fox News,2017.192,0.2,0.3875
Fox News,2017.212,0.5,0.32840909090909093
Fox News,2017.231,0.25,0.3465909090909091
Fox News,2017.25,0.36363636363636365,0.31369617224880386
Fox News,2017.269,0.2727272727272727,0.4129608781311568
Fox News,2017.288,0.3684210526315789,0.42919464436492305
Fox News,2017.308,0.6470588235294118,0.4475512877215664
Fox News,2017.327,0.42857142857142855,0.45159987071751784
Fox News,2017.346,0.34615384615384615,0.3731684981684982
Fox News,2017.365,0.38461538461538464,0.3860256410256411
Fox News,2017.385,0.3333333333333333,0.37641025641025644
Fox News,2017.404,0.48,0.3913675213675214
Fox News,2017.423,0.3076923076923077,0.3265527065527066
Fox News,2017.442,0.4444444444444444,0.27386039886039887
Fox News,2017.462,0.07407407407407407,0.3011039886039886
Fox News,2017.481,0.2692307692307692,0.3347297195981407
Fox News,2017.5,0.4166666666666667,0.45510008996851103
Fox News,2017.519,0.5789473684210527,0.431270658530384
Fox News,2017.538,0.5555555555555556,0.42493007882023903
Fox News,2017.558,0.17391304347826086,0.3754313319530711
Fox News,2017.577,0.391304347826087,0.31608789760963674
Fox News,2017.596,0.38095238095238093,0.40260963674007155
Fox News,2017.615,0.3181818181818182,0.42383116883116884
Fox News,2017.635,0.52,0.4211856661856662
Fox News,2017.654,0.47619047619047616,0.43687830687830687
Fox News,2017.673,0.37037037037037035,0.382965263400046
Fox News,2017.692,0.38095238095238093,0.40677478720956983
Fox News,2017.712,0.30434782608695654,0.38918219461697723
Fox News,2017.731,0.5714285714285714,0.32655279503105594
Fox News,2017.75,0.3,0.3527385657820441
Fox News,2017.769,0.13043478260869565,0.32446475625823457
Fox News,2017.788,0.4090909090909091,0.3655361848296631
Fox News,2017.808,0.4583333333333333,0.37640575004705445
Fox News,2017.827,0.4642857142857143,0.34704968944099385
Fox News,2017.846,0.17391304347826086,0.2637163561076605
Fox News,2017.865,0.2916666666666667,0.1861064659977704
Fox News,2017.885,0.125,0.18429487179487183
Fox News,2017.904,0.15384615384615385,0.21482648099027413
Fox News,2017.923,0.16666666666666666,0.2353006189213086
Fox News,2017.942,0.41379310344827586,0.29505336617405586
Fox News,2017.962,0.20689655172413793,0.42005336617405586
Fox News,2017.981,0.39285714285714285,0.39352816723506384
Fox News,2018,0.6666666666666666,0.4199290293040293
Fox News,2018.019,0.3076923076923077,0.3764022435897436
Fox News,2018.038,0.3125,0.2811641483516484
Fox News,2018.058,0.21875,0.28424107142857147
Fox News,2018.077,0.2857142857142857,0.24059883004926114
Fox News,2018.096,0.32,0.20376847290640399
Fox News,2018.115,0.13793103448275862,0.2240065681444992
Fox News,2018.135,0.07142857142857142,0.20852269717675728
Fox News,2018.154,0.36666666666666664,0.28433405620312646
Fox News,2018.173,0.25806451612903225,0.3179475015812777
Fox News,2018.192,0.4411764705882353,0.27775142314990514
Fox News,2018.212,0.20588235294117646,0.2601102941176471
Fox News,2018.231,0.20588235294117646,0.27860405525846704
Fox News,2018.25,0.1875,0.31046680035650626
Fox News,2018.269,0.5151515151515151,0.32930871212121215
Fox News,2018.288,0.3333333333333333,0.37271148989898994
Fox News,2018.308,0.28125,0.35329861111111116
Fox News,2018.327,0.3611111111111111,0.3667394713261649
Fox News,2018.346,0.4375,0.402487577386771
Fox News,2018.365,0.3870967741935484,0.4302653551645488
Fox News,2018.385,0.42424242424242425,0.4375570218312154
Fox News,2018.404,0.4722222222222222,0.4588383838383839
Fox News,2018.423,0.4666666666666667,0.4543402777777778
Fox News,2018.442,0.4722222222222222,0.3968907828282829
Fox News,2018.462,0.40625,0.35259253721424777
Fox News,2018.481,0.24242424242424243,0.31787031499202556
Fox News,2018.5,0.2894736842105263,0.32236842105263164
Fox News,2018.519,0.3333333333333333,0.38676236044657103
Fox News,2018.538,0.42424242424242425,0.42153679653679654
Fox News,2018.558,0.5,0.4111201298701299
Fox News,2018.577,0.42857142857142855,0.38081709956709964
Fox News,2018.596,0.2916666666666667,0.3135094072594073
Fox News,2018.615,0.30303030303030304,0.2777951215451216
Fox News,2018.635,0.23076923076923078,0.28096541140019404
Fox News,2018.654,0.2857142857142857,0.27928190971669237
Fox News,2018.673,0.30434782608695654,0.26065210202438466
Fox News,2018.692,0.2962962962962963,0.21952656089884354
Fox News,2018.712,0.15625,0.1538562710437711
Fox News,2018.731,0.12121212121212122,0.08904145622895628
Fox News,2018.75,0.041666666666666664,0.11247895622895628
Fox News,2018.769,0.037037037037037035,0.1336465141612201
Fox News,2018.788,0.25,0.1796814603977792
Fox News,2018.808,0.20588235294117646,0.24899362970994854
Fox News,2018.827,0.22580645161290322,0.20993112970994854
Fox News,2018.846,0.3142857142857143,0.22664235965647261
Fox News,2018.865,0.09375,0.2908804019256606
Fox News,2018.885,0.2727272727272727,0.2880665491118078
Fox News,2018.904,0.4827586206896552,0.28314756763032634
Fox News,2018.923,0.30303030303030304,0.3230738575566162
Fox News,2018.942,0.07407407407407407,0.28133157080525506
Fox News,2018.962,0.43243243243243246,0.29557399504767934
Fox News,2018.981,0.3157894736842105,0.3418702913439756
Fox News,2019,0.36,0.3618109637236724
Fox News,2019.019,0.25925925925925924,0.3953635953026198
Fox News,2019.038,0.5121951219512195,0.3758764158154403
Fox News,2019.058,0.45,0.38745048988951436
Fox News,2019.077,0.28205128205128205,0.35696268501146555
Fox News,2019.096,0.3055555555555556,0.3400509203055832
Fox News,2019.115,0.3902439024390244,0.32874862610855216
Fox News,2019.135,0.38235294117647056,0.3510439477459791
Fox News,2019.154,0.23684210526315788,0.31117527982853066
Fox News,2019.173,0.39473684210526316,0.23642037786774633
Fox News,2019.192,0.23076923076923078,0.23345985155195687
Fox News,2019.212,0.08333333333333333,0.22505341880341886
Fox News,2019.231,0.225,0.21021825396825403
Fox News,2019.25,0.3611111111111111,0.2849731559290383
Fox News,2019.269,0.17142857142857143,0.3499352771411596
Fox News,2019.288,0.38235294117647056,0.3429908326967151
Fox News,2019.308,0.48484848484848486,0.3450054847113671
Fox News,2019.327,0.3333333333333333,0.33006241070757203
Fox News,2019.346,0.1794871794871795,0.2966881273332887
Fox News,2019.365,0.3225806451612903,0.29956169055167947
Fox News,2019.385,0.35135135135135137,0.34339957309923946
Fox News,2019.404,0.3448275862068966,0.36620268767098585
Fox News,2019.423,0.3548387096774194,0.340864849833148
Fox News,2019.442,0.41379310344827586,0.3379912866147572
Fox News,2019.462,0.25,0.3057332220986282
Fox News,2019.481,0.3333333333333333,0.25228494623655917
Fox News,2019.5,0.22580645161290322,0.22824648469809766
Fox News,2019.519,0.2,0.2255583126550869
Fox News,2019.538,0.15384615384615385,0.2639342859587577
Fox News,2019.558,0.3225806451612903,0.27075246777693945
Fox News,2019.577,0.3793103448275862,0.3037195007439724
Fox News,2019.596,0.22727272727272727,0.2571652485445589
Fox News,2019.615,0.2857142857142857,0.26948051948051954
Fox News,2019.635,0.13636363636363635,0.27997002997003
Fox News,2019.654,0.42857142857142855,0.29677675265910564
Fox News,2019.673,0.2692307692307692,0.36453769542004844
Fox News,2019.692,0.35294117647058826,0.2832569072427085
Fox News,2019.712,0.4074074074074074,0.2826158816016829
Fox News,2019.731,0.10344827586206896,0.2725055874840358
Fox News,2019.75,0.26666666666666666,0.23883555381400215
Fox News,2019.769,0.3125,0.3022591991341992
Fox News,2019.788,0.2727272727272727,0.31892586580086585
Fox News,2019.808,0.35714285714285715,0.26003163503163507
Fox News,2019.827,0.3333333333333333,0.22756410256410262
Fox News,2019.846,0.07692307692307693,0.1938339438339439
Fox News,2019.865,0.14285714285714285,0.14175061050061055
Fox News,2019.885,0.2222222222222222,0.15585317460317466
Fox News,2019.904,0.125,0.25347222222222227
Fox News,2019.923,0.13333333333333333,0.27083333333333337
Fox News,2019.942,0.5333333333333333,0.31365740740740744
Fox News,2019.962,0.2916666666666667,0.3257786195286196
Fox News,2019.981,0.2962962962962963,0.2794018079344167
Fox News,2020,0.18181818181818182,0.26682996885395693
Fox News,2020.019,0.34782608695652173,0.23275589477988284
Fox News,2020.038,0.2413793103448276,0.24164917541229392
Fox News,2020.058,0.16,0.21991004497751132
Fox News,2020.077,0.21739130434782608,0.27563664596273296
Fox News,2020.096,0.2608695652173913,0.30706521739130443
Fox News,2020.115,0.4642857142857143,0.32089920948616607
Fox News,2020.135,0.2857142857142857,0.3100296442687748
Fox News,2020.154,0.2727272727272727,0.2296725014116319
Fox News,2020.173,0.21739130434782608,0.27824392998306047
Fox News,2020.192,0.14285714285714285,0.2621454451345756
Fox News,2020.212,0.48,0.24946428571428578
Fox News,2020.231,0.20833333333333334,0.26375000000000004
Fox News,2020.25,0.16666666666666666,0.19375000000000006
Fox News,2020.288,0.2,0.19166666666666674
Fox News,2020.308,0.2,0.16666666666666674
Fox News,2020.327,0.2,0.1333333333333334
Fox News,2020.346,0.06666666666666667,0.17156862745098045
Fox News,2020.365,0.06666666666666667,0.21531862745098046
Fox News,2020.385,0.35294117647058826,0.21531862745098046
Fox News,2020.404,0.375,0.2203910912190964
Fox News,2020.423,0.06666666666666667,0.1706173355629878
Fox News,2020.442,0.08695652173913043,0.1643673355629878
Fox News,2020.462,0.15384615384615385,0.21020066889632114
Fox News,2020.481,0.35,0.2509615384615385
Fox News,2020.5,0.25,0.30340909090909096
Fox News,2020.519,0.25,0.278409090909091
Fox News,2020.538,0.36363636363636365,0.2873376623376624
Fox News,2020.558,0.25,0.3248376623376624
Fox News,2020.577,0.2857142857142857,0.313474025974026
Fox News,2020.596,0.4,0.35097402597402605
Fox News,2020.615,0.3181818181818182,0.35212609970674497
Fox News,2020.635,0.4,0.42805202563267086
Fox News,2020.654,0.2903225806451613,0.5023527249333701
Fox News,2020.673,0.7037037037037037,0.5311406037212489
Fox News,2020.692,0.6153846153846154,0.5054349585599587
Fox News,2020.712,0.5151515151515151,0.4545090326340327
Fox News,2020.731,0.1875,0.4197104978354979
Fox News,2020.75,0.5,0.37425595238095244
Fox News,2020.769,0.47619047619047616,0.36904761904761907
Fox News,2020.788,0.3333333333333333,0.36904761904761907
Fox News,2020.808,0.16666666666666666,0.33333333333333337
Fox News,2020.827,0.5,0.37500000000000006
